127.0.0.1 - - [16/Mar/2017:11:21:35 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:25:51 +0530] "GET /savvydude/admin/product/editform/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:25:51 +0530] "GET /savvydude/admin/product/editform/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/home HTTP/1.1" 200 14817
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:00 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:15 +0530] "GET /savvydude/admin/product/productform HTTP/1.1" 500 7692
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:21 +0530] "GET /savvydude/home HTTP/1.1" 200 14817
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:21 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:21 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:21 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:47 +0530] "GET /savvydude/admin/product/productform HTTP/1.1" 200 14195
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:48 +0530] "GET /savvydude/admin/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:48 +0530] "GET /savvydude/admin/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:48 +0530] "GET /savvydude/admin/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:26:48 +0530] "GET /savvydude/admin/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "POST /savvydude/admin/product/addProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14043
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/images/5.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:33 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/home HTTP/1.1" 200 14817
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:45 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/j_spring_security_logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/login?logout HTTP/1.1" 200 15415
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:48 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:50 +0530] "POST /savvydude/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:50 +0530] "GET /savvydude/home HTTP/1.1" 200 14820
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:50 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:50 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:50 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:51 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14046
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/images/5.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:52 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:55 +0530] "GET /savvydude/all/product/home HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/home HTTP/1.1" 200 14820
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:27:58 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:23 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14046
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/images/5.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:24 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:27 +0530] "GET /savvydude/admin/product/viewproduct/5 HTTP/1.1" 403 1036
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:29 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14046
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:29 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:29 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:29 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:29 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/j_spring_security_logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/login?logout HTTP/1.1" 200 15415
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:45 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:50 +0530] "POST /savvydude/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:50 +0530] "GET /savvydude/home HTTP/1.1" 200 14817
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:50 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:50 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:50 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:51 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:52 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14043
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/images/5.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:53 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:55 +0530] "GET /savvydude/admin/product/viewproduct/5 HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:57 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 14043
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:57 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:57 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:57 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:29:57 +0530] "GET /savvydude/all/product/Resources/images/8.png HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:26 +0530] "GET /savvydude/admin/product/deleteproduct/8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/getAllProducts HTTP/1.1" 200 13466
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:27 +0530] "GET /savvydude/all/product/Resources/images/5.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/home HTTP/1.1" 200 14817
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/css/index.css HTTP/1.1" 200 2265
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/css/footer.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/logo.png HTTP/1.1" 200 10680
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/banner2.png HTTP/1.1" 200 62135
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/cr1.jpg HTTP/1.1" 200 16148
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/cr2.jpg HTTP/1.1" 200 60369
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/cr3.jpg HTTP/1.1" 200 32779
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p1.jpg HTTP/1.1" 200 21032
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p2.jpg HTTP/1.1" 200 27309
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p4.jpg HTTP/1.1" 200 34084
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p6.jpg HTTP/1.1" 200 51237
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p8.jpg HTTP/1.1" 200 62528
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/p9.png HTTP/1.1" 200 217515
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/pp1.jpg HTTP/1.1" 200 136538
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/pp2.jpg HTTP/1.1" 200 23165
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:32 +0530] "GET /savvydude/Resources/images/pp3.jpg HTTP/1.1" 200 31720
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:35 +0530] "GET /savvydude/admin/product/productform HTTP/1.1" 200 14195
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:35 +0530] "GET /savvydude/admin/product/Resources/css/header.css HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [16/Mar/2017:11:36:35 +0530] "GET /savvydude/admin/product/Resources/css/footer.css HTTP/1.1" 200 2067
